Stichdatum;PLZ;Geschlecht;Nachname;Anzahl;Rang;ORTBEZ18
2022-07-01;6914;m;Solari;9;4;Carona
2022-07-01;6915;w;Pacolli;16;1;Pambio-Noranco
2022-07-01;6915;w;Mancini;8;3;Pambio-Noranco
2022-07-01;6915;m;Togni;9;2;Pambio-Noranco
2022-07-01;6915;m;Pacolli;8;3;Pambio-Noranco
2022-07-01;6915;m;Milani;7;4;Pambio-Noranco
2022-07-01;6916;w;Masdea;6;2;Grancia
2022-07-01;6916;w;Cutunic;6;2;Grancia
2022-07-01;6916;m;Paulus;6;3;Grancia
2022-07-01;6917;w;n/a;5;3;Barbengo
2022-07-01;6917;m;Bernasconi;6;3;Barbengo
2022-07-01;6917;m;Pagnamenta;6;3;Barbengo
2022-07-01;6918;w;Sieber;7;1;Figino
2022-07-01;6918;m;Morelli;12;1;Figino
2022-07-01;6919;w;n/a;5;1;Carabietta
2022-07-01;6919;w;n/a;4;3;Carabietta
2022-07-01;6919;w;n/a;3;4;Carabietta
2022-07-01;6919;w;n/a;2;5;Carabietta
2022-07-01;6921;m;n/a;5;2;Vico Morcote
2022-07-01;6922;w;Gerosa;7;5;Morcote
2022-07-01;6922;m;Poma;9;3;Morcote
2022-07-01;6922;m;Ferrari;7;5;Morcote
2022-07-01;6924;w;Pagnamenta;6;4;Sorengo
2022-07-01;6924;m;Terrani;13;1;Sorengo
2022-07-01;6924;m;Talento;9;2;Sorengo
2022-07-01;6924;m;Pervangher;6;5;Sorengo
2022-07-01;6924;m;Stevanon;6;5;Sorengo
2022-07-01;6925;w;Bianchi;8;2;Gentilino
2022-07-01;6925;w;Alberio;7;4;Gentilino
2022-07-01;6925;w;Ferrari;7;4;Gentilino
2022-07-01;6925;w;Walser;7;4;Gentilino
2022-07-01;6925;m;Pesaresi;9;3;Gentilino
2022-07-01;6925;m;Alberio;9;3;Gentilino
2022-07-01;6926;w;Fontana;14;2;Montagnola
2022-07-01;6926;w;Bernasconi;12;3;Montagnola
2022-07-01;6926;w;Keller;9;4;Montagnola
2022-07-01;6926;m;Bernasconi;15;1;Montagnola
2022-07-01;6926;m;Fontana;13;3;Montagnola
2022-07-01;6927;w;Bianchi;6;1;Agra
2022-07-01;6927;m;Hurle;7;1;Agra
2022-07-01;6927;m;Sartori;6;2;Agra
2022-07-01;6927;m;Bettosini;6;2;Agra
2022-07-01;6928;m;Piricone;9;2;Manno
2022-07-01;6928;m;Perrone;6;5;Manno
2022-07-01;6928;m;Rossi;6;5;Manno
2022-07-01;6929;w;Morelli;15;1;Gravesano
2022-07-01;6929;w;Barca;9;3;Gravesano
2022-07-01;6929;m;Cocchi;11;1;Gravesano
2022-07-01;6929;m;Barca;9;2;Gravesano
2022-07-01;6929;m;Cremona;8;4;Gravesano
2022-07-01;6929;m;Bizzozero;7;5;Gravesano
2022-07-01;6930;w;Bernasconi;25;2;Bedano
2022-07-01;6930;w;Conti;15;3;Bedano
2022-07-01;6930;m;Bernasconi;21;2;Bedano
2022-07-01;6930;m;Conti;14;3;Bedano
2022-07-01;6930;m;Morelli;9;5;Bedano
2022-07-01;6932;w;Ferrari;15;3;Breganzona
2022-07-01;6932;w;Piazzoli;13;4;Breganzona
2022-07-01;6932;m;Crivelli;29;1;Breganzona
2022-07-01;6932;m;Fontana;15;3;Breganzona
2022-07-01;6933;w;Gianola;8;3;Muzzano
2022-07-01;6933;w;Taiana;8;3;Muzzano
2022-07-01;6933;m;Ferrari;11;1;Muzzano
2022-07-01;6933;m;Gaggini;7;5;Muzzano
2022-07-01;6934;w;Poretti;23;1;Bioggio
2022-07-01;6934;w;Bernasconi;17;2;Bioggio
2022-07-01;6934;w;Jermini;8;5;Bioggio
2022-07-01;6934;m;Bernasconi;11;3;Bioggio
2022-07-01;6934;m;Trentini;10;4;Bioggio
2022-07-01;6934;m;Jermini;10;4;Bioggio
2022-07-01;6934;m;Galli;10;4;Bioggio
2022-07-01;6935;w;Gianola;7;1;Bosco Luganese
2022-07-01;6935;w;n/a;4;4;Bosco Luganese
2022-07-01;6936;w;Bernardazzi;8;1;Cademario
2022-07-01;6936;w;De Bernardis;8;1;Cademario
2022-07-01;6936;w;Guareschi;6;5;Cademario
2022-07-01;6936;m;Righetti;8;1;Cademario
2022-07-01;6936;m;Gatti;8;1;Cademario
2022-07-01;6936;m;Marcoli;7;3;Cademario
2022-07-01;6937;w;Morenzoni;9;1;Breno
2022-07-01;6937;w;n/a;5;2;Breno
2022-07-01;6937;m;n/a;5;3;Breno
2022-07-01;6938;w;Notari;9;2;Fescoggia/Vezio
2022-07-01;6938;w;Tami;6;4;Fescoggia/Vezio
2022-07-01;6938;w;n/a;5;5;Fescoggia/Vezio
2022-07-01;6938;m;Notari;8;4;Fescoggia/Vezio
2022-07-01;6939;w;Devittori;16;1;Arosio/Mugena
2022-07-01;6939;w;Barchi;11;3;Arosio/Mugena
2022-07-01;6939;m;Devittori;13;2;Arosio/Mugena
2022-07-01;6939;m;Cantoni;12;3;Arosio/Mugena
2022-07-01;6939;m;Tami;7;5;Arosio/Mugena
2022-07-01;6942;w;Foletti;17;2;Savosa
2022-07-01;6942;w;Bernasconi;15;3;Savosa
2022-07-01;6942;m;Bernasconi;11;4;Savosa
2022-07-01;6943;w;Daldini;9;5;Vezia
2022-07-01;6944;w;Ghezzi;16;2;Cureglia
2022-07-01;6944;w;Crivelli;15;3;Cureglia
2022-07-01;6944;w;Martinenghi;14;4;Cureglia
2022-07-01;6944;m;Bianchi;16;1;Cureglia
2022-07-01;6944;m;Pagnamenta;13;4;Cureglia
2022-07-01;6945;m;Bernasconi;15;1;Origlio
2022-07-01;6945;m;Bianchi;11;3;Origlio
2022-07-01;6946;m;Casati;14;4;Ponte Capriasca
2022-07-01;6946;m;Ferrari;13;5;Ponte Capriasca
2022-07-01;6947;w;Airoldi;11;2;Vaglio
2022-07-01;6947;m;Vallenari;12;1;Vaglio
2022-07-01;6947;m;Ferrari;11;2;Vaglio
2022-07-01;6947;m;Bralla;9;3;Vaglio
2022-07-01;6947;m;Sopranzi;8;4;Vaglio
2022-07-01;6947;m;Contini;8;4;Vaglio
2022-07-01;6947;m;Fumasoli;8;4;Vaglio
2022-07-01;6947;m;Airoldi;8;4;Vaglio
2022-07-01;6948;w;Rezzonico;7;4;Porza
2022-07-01;6948;w;Tomasi;6;5;Porza
2022-07-01;6948;m;Rinaldi;7;2;Porza
2022-07-01;6948;m;Invernizzi;6;5;Porza
2022-07-01;6948;m;Pelizzari;6;5;Porza
2022-07-01;6949;w;Petrini;45;1;Comano
2022-07-01;6949;w;Bernasconi;26;2;Comano
2022-07-01;6949;w;Pietra;16;4;Comano
2022-07-01;6949;w;Mattei;13;5;Comano
2022-07-01;6949;m;Pietra;17;4;Comano
2022-07-01;6949;m;Moghini;15;5;Comano
2022-07-01;6950;w;Lepori;20;1;Tesserete
2022-07-01;6950;w;Domeniconi;11;5;Tesserete
2022-07-01;6950;m;Ferrari;19;2;Tesserete
2022-07-01;6950;m;Besomi;17;3;Tesserete
2022-07-01;6950;m;Bernasconi;11;5;Tesserete
2022-07-01;6951;w;Campana;12;1;Bogno/Cozzo/Insone/Scareglia/Colla/Signôra
2022-07-01;6951;w;Frapolli;11;2;Bogno/Cozzo/Insone/Scareglia/Colla/Signôra
2022-07-01;6951;w;Moresi;11;2;Bogno/Cozzo/Insone/Scareglia/Colla/Signôra
2022-07-01;6951;w;Petralli;10;4;Bogno/Cozzo/Insone/Scareglia/Colla/Signôra
2022-07-01;6951;m;Galli;15;2;Bogno/Cozzo/Insone/Scareglia/Colla/Signôra
2022-07-01;6952;w;Pescia;17;4;Canobbio
2022-07-01;6952;m;Bianchi;16;5;Canobbio
2022-07-01;6953;m;Storni;15;1;Lugaggia
2022-07-01;6953;m;Antonini;14;2;Lugaggia
2022-07-01;6953;m;Lepori;6;5;Lugaggia
2022-07-01;6954;w;Ferrari;13;2;Bigorio/Sala Capriasca
2022-07-01;6954;w;Lepori;11;3;Bigorio/Sala Capriasca
2022-07-01;6954;m;Stampanoni;17;1;Bigorio/Sala Capriasca
2022-07-01;6954;m;Quadri;10;5;Bigorio/Sala Capriasca
2022-07-01;6955;m;Lepori;10;1;Oggio/Cagiallo
2022-07-01;6957;w;Lepori;9;1;Roveredo TI
2022-07-01;6957;w;Marioni;6;2;Roveredo TI
2022-07-01;6957;w;n/a;4;3;Roveredo TI
2022-07-01;6957;m;Bianchi;7;2;Roveredo TI
2022-07-01;6958;w;Fontana;16;2;Bidogno/Corticiasca
2022-07-01;6958;m;Domeniconi;19;2;Bidogno/Corticiasca
2022-07-01;6958;m;Galli;10;5;Bidogno/Corticiasca
2022-07-01;6959;w;Campana;27;1;Maglio di Colla/Cimadera/Certara/Piandera Paese/Curtina
2022-07-01;6959;w;Bassi;11;3;Maglio di Colla/Cimadera/Certara/Piandera Paese/Curtina
2022-07-01;6959;w;Fontana;7;4;Maglio di Colla/Cimadera/Certara/Piandera Paese/Curtina
2022-07-01;6960;w;Ferrari;11;2;Odogno
2022-07-01;6960;m;Giovannini;18;1;Odogno
2022-07-01;6960;m;Lepori;15;2;Odogno
2022-07-01;6962;w;Bianchi;28;1;Viganello
2022-07-01;6962;w;Fontana;23;3;Viganello
2022-07-01;6962;m;Taddei;15;3;Viganello
2022-07-01;6962;m;Endress;15;3;Viganello
2022-07-01;6963;w;Shala;20;4;Pregassona/Cureggia
2022-07-01;6964;w;Fassora;20;1;Davesco-Soragno
2022-07-01;6964;w;De Marchi;11;3;Davesco-Soragno
2022-07-01;6965;w;Bernasconi;17;1;Cadro
2022-07-01;6965;w;Ferrari;13;3;Cadro
2022-07-01;6965;w;Fumasoli;11;5;Cadro
2022-07-01;6966;w;Cereghetti;14;2;Villa Luganese
2022-07-01;6966;w;Lazzaroni;14;2;Villa Luganese
2022-07-01;6966;w;Bianchi;13;4;Villa Luganese
2022-07-01;6966;m;Forni;13;1;Villa Luganese
2022-07-01;6966;m;Cereghetti;10;3;Villa Luganese
2022-07-01;6967;w;Campana;14;2;Dino
2022-07-01;6968;w;Malfanti;23;1;Sonvico
2022-07-01;6968;w;Bassi;20;3;Sonvico
2022-07-01;6968;w;Soldati;11;5;Sonvico
2022-07-01;6968;m;Bignasca;17;3;Sonvico
2022-07-01;6968;m;Lepori;14;5;Sonvico
2022-07-01;6974;w;n/a;3;5;Aldesago
2022-07-01;6974;m;Demarchi;7;3;Aldesago
2022-07-01;6976;w;Bardelli;7;3;Castagnola
2022-07-01;6976;w;Fischer;6;4;Castagnola
2022-07-01;6976;m;Bianchetti;6;3;Castagnola
2022-07-01;6976;m;Poretti;6;3;Castagnola
2022-07-01;6977;w;Becker;6;2;Ruvigliana
2022-07-01;6978;m;Genazzini;6;1;Gandria
2022-07-01;6978;m;n/a;5;2;Gandria
2022-07-01;6978;m;n/a;4;5;Gandria
2022-07-01;6979;w;Taddei;8;3;Brè sopra Lugano
2022-07-01;6979;w;n/a;4;5;Brè sopra Lugano
2022-07-01;6979;m;Prati;10;1;Brè sopra Lugano
2022-07-01;6980;w;Marcoli;11;1;Castelrotto
2022-07-01;6980;w;n/a;4;3;Castelrotto
2022-07-01;6980;m;Torsani;7;2;Castelrotto
2022-07-01;6980;m;Manfrini;6;3;Castelrotto
2022-07-01;6980;m;Campana;6;3;Castelrotto
2022-07-01;6981;w;Ferretti;18;2;Bedigliora/Bombinasco/Banco/Beride d. Bedigli.
2022-07-01;6981;w;Morandi;7;4;Bedigliora/Bombinasco/Banco/Beride d. Bedigli.
2022-07-01;6981;w;n/a;5;5;Bedigliora/Bombinasco/Banco/Beride d. Bedigli.
2022-07-01;6981;m;Ronchetti;6;4;Bedigliora/Bombinasco/Banco/Beride d. Bedigli.
2022-07-01;6981;m;Raimondi;6;4;Bedigliora/Bombinasco/Banco/Beride d. Bedigli.
2022-07-01;6981;m;Borioli;6;4;Bedigliora/Bombinasco/Banco/Beride d. Bedigli.
2022-07-01;6982;w;Bernasconi;34;1;Agno
2022-07-01;6982;w;Bianchi;18;2;Agno
2022-07-01;6982;w;Milesi;17;3;Agno
2022-07-01;6982;m;Milesi;16;2;Agno
2022-07-01;6982;m;Rusca;11;4;Agno
2022-07-01;6982;m;Grecola;10;5;Agno
2022-07-01;6983;w;Albisetti;21;1;Magliaso
2022-07-01;6983;w;Bernasconi;14;3;Magliaso
2022-07-01;6983;m;Bernasconi;10;3;Magliaso
2022-07-01;6983;m;Ferrari;9;4;Magliaso
2022-07-01;6984;m;Sciolli;13;1;Pura
2022-07-01;6984;m;Ruggia;8;4;Pura
2022-07-01;6984;m;Galli;7;5;Pura
2022-07-01;6986;w;Lorenzetti;23;2;Miglieglia/Curio/Novaggio
2022-07-01;6986;w;Bertoli;13;3;Miglieglia/Curio/Novaggio
2022-07-01;6986;m;Delmenico;24;1;Miglieglia/Curio/Novaggio
2022-07-01;6987;w;Vicari;19;2;Caslano
2022-07-01;6987;w;Signorini;13;4;Caslano
2022-07-01;6987;w;Delmenico;13;4;Caslano
2022-07-01;6987;m;Pellegrini;12;4;Caslano
2022-07-01;6988;w;Ferraro;6;1;Ponte Tresa
2022-07-01;6988;m;Butti;7;1;Ponte Tresa
2022-07-01;6989;m;Paris;8;1;Purasca
2022-07-01;6989;m;n/a;4;4;Purasca
2022-07-01;6990;m;n/a;5;1;Cassina d'Agno
2022-07-01;6991;w;n/a;4;4;Neggio
2022-07-01;6991;m;n/a;4;5;Neggio
2022-07-01;6992;w;Soldati;17;1;Cimo/Vernate
2022-07-01;6992;w;Boschetti;13;2;Cimo/Vernate
2022-07-01;6992;w;Laurenti;8;5;Cimo/Vernate
2022-07-01;6992;m;Alberti;11;2;Cimo/Vernate
2022-07-01;6993;m;n/a;3;2;Iseo
2022-07-01;6994;w;n/a;5;3;Aranno
2022-07-01;6995;w;n/a;5;1;Madonna del Piano
2022-07-01;6995;w;n/a;3;3;Madonna del Piano
2022-07-01;6997;w;Zanetti;14;1;Sessa
2022-07-01;6997;w;Poretti;12;2;Sessa
2022-07-01;6997;w;Robbiani;12;2;Sessa
2022-07-01;6997;w;Antonietti;8;4;Sessa
2022-07-01;6997;m;Rossi;10;2;Sessa
2022-07-01;6997;m;Robbiani;6;4;Sessa
2022-07-01;6998;w;Ballinari;17;1;Monteggio
2022-07-01;6999;w;Amadò;7;1;Astano
2022-07-01;6999;w;n/a;4;5;Astano
2022-07-01;6999;m;Ferrari;6;2;Astano
2022-07-01;6999;m;n/a;5;3;Astano
2022-07-01;7000;w;Schmid;164;1;Chur
2022-07-01;7000;w;Müller;115;2;Chur
2022-07-01;7000;w;Hartmann;93;3;Chur
2022-07-01;7000;m;Schmid;172;1;Chur
2022-07-01;7000;m;Derungs;106;3;Chur
2022-07-01;7000;m;Meier;92;4;Chur
2022-07-01;7000;m;Hartmann;83;5;Chur
2022-07-01;7012;w;Danuser;29;2;Felsberg
2022-07-01;7012;w;Erni;14;5;Felsberg
2022-07-01;7013;w;Willi;50;1;Domat/Ems
2022-07-01;7013;w;Federspiel;44;3;Domat/Ems
2022-07-01;7013;w;Fetz;39;4;Domat/Ems
2022-07-01;7013;m;Caviezel;33;5;Domat/Ems
2022-07-01;7014;w;Caprez;11;4;Trin
2022-07-01;7014;w;Caflisch;8;5;Trin
2022-07-01;7014;m;Caprez;15;2;Trin
2022-07-01;7015;w;Koch;8;4;Tamins
2022-07-01;7015;w;Cortese;7;5;Tamins
2022-07-01;7015;w;Moser;7;5;Tamins
2022-07-01;7015;m;Schmid;15;2;Tamins
2022-07-01;7016;m;Caflisch;11;1;Trin Mulin
2022-07-01;7016;m;Riesch;10;2;Trin Mulin
2022-07-01;7016;m;Caprez;6;3;Trin Mulin
2022-07-01;7018;w;Gartmann;8;2;Flims Waldhaus
2022-07-01;7018;w;Frigo;6;4;Flims Waldhaus
2022-07-01;7018;w;Danuser;6;4;Flims Waldhaus
2022-07-01;7018;m;Danuser;11;1;Flims Waldhaus
2022-07-01;7018;m;Gartmann;8;2;Flims Waldhaus
2022-07-01;7018;m;Ragettli;7;3;Flims Waldhaus
2022-07-01;7018;m;Meier;6;4;Flims Waldhaus
2022-07-01;7018;m;Müller;6;4;Flims Waldhaus
2022-07-01;7018;m;Walder;6;4;Flims Waldhaus
2022-07-01;7018;m;Vrancken;6;4;Flims Waldhaus
2022-07-01;7018;m;Huber;6;4;Flims Waldhaus
2022-07-01;7019;m;n/a;3;5;Fidaz
2022-07-01;7023;w;Lütscher;24;1;Haldenstein
2022-07-01;7023;w;Gasser;19;2;Haldenstein
2022-07-01;7023;w;Müller;12;3;Haldenstein
2022-07-01;7023;m;Felix;11;3;Haldenstein
2022-07-01;7026;w;Hassler;24;1;Maladers
2022-07-01;7026;w;Brodt;6;5;Maladers
2022-07-01;7026;m;Caflisch;10;2;Maladers
2022-07-01;7026;m;Brodt;9;3;Maladers
2022-07-01;7027;w;Sprecher;13;1;Castiel/Lüen/Calfreisen
2022-07-01;7027;m;Sprecher;21;1;Castiel/Lüen/Calfreisen
2022-07-01;7027;m;Bircher;8;2;Castiel/Lüen/Calfreisen
2022-07-01;7027;m;n/a;5;3;Castiel/Lüen/Calfreisen
2022-07-01;7028;m;Michael;8;2;Pagig/St. Peter
2022-07-01;7028;m;Tomaschett;6;3;Pagig/St. Peter
2022-07-01;7029;m;Jäger;15;1;Peist
2022-07-01;7031;w;Coray;30;2;Laax GR
2022-07-01;7031;w;Steiner;14;5;Laax GR
2022-07-01;7031;m;Coray;31;2;Laax GR
2022-07-01;7032;w;Meier;14;1;Laax GR 2
2022-07-01;7032;w;Meyer;10;2;Laax GR 2
2022-07-01;7032;w;Schneider;8;3;Laax GR 2
2022-07-01;7032;w;Grüneberg;6;5;Laax GR 2
2022-07-01;7032;w;Weber;6;5;Laax GR 2
2022-07-01;7032;w;Frauchiger;6;5;Laax GR 2
2022-07-01;7032;w;Heller;6;5;Laax GR 2
2022-07-01;7032;w;Truffer;6;5;Laax GR 2
2022-07-01;7050;w;Meier;19;2;Arosa
2022-07-01;7050;w;Baltisser;15;4;Arosa
2022-07-01;7050;w;Widmer;15;4;Arosa
2022-07-01;7050;m;Schmid;45;1;Arosa
2022-07-01;7050;m;Widmer;24;3;Arosa
2022-07-01;7056;w;Jäger;8;1;Molinis
2022-07-01;7056;w;n/a;3;4;Molinis
2022-07-01;7056;m;Jegi;7;3;Molinis
2022-07-01;7056;m;n/a;3;5;Molinis
2022-07-01;7057;w;Mattli;12;1;Langwies
2022-07-01;7058;w;n/a;2;5;Litzirüti
2022-07-01;7062;m;n/a;3;1;Passugg
2022-07-01;7062;m;n/a;2;2;Passugg
2022-07-01;7063;w;n/a;2;3;Praden
2022-07-01;7063;m;Inderbitzin;10;2;Praden
2022-07-01;7063;m;n/a;4;3;Praden
2022-07-01;7064;w;Engi;19;1;Tschiertschen
2022-07-01;7064;w;Brüesch;7;2;Tschiertschen
2022-07-01;7064;m;Brüesch;8;4;Tschiertschen
2022-07-01;7064;m;Vilgertshofer;8;4;Tschiertschen
2022-07-01;7074;w;Held;15;1;Malix
2022-07-01;7074;w;Kaufmann;7;5;Malix
2022-07-01;7074;m;Schocher;9;3;Malix
2022-07-01;7075;w;Hitz;27;1;Churwalden
2022-07-01;7075;m;Hemmi;26;1;Churwalden
2022-07-01;7076;m;Salzgeber;8;5;Parpan
2022-07-01;7077;w;Hartmann;14;3;Valbella
2022-07-01;7077;w;Lenz;9;5;Valbella
2022-07-01;7077;m;Bläsi;18;2;Valbella
2022-07-01;7077;m;Müller;14;3;Valbella
2022-07-01;7078;w;Parpan;38;1;Lenzerheide/Lai
2022-07-01;7078;w;Simonet;15;5;Lenzerheide/Lai
2022-07-01;7078;m;Bergamin;38;1;Lenzerheide/Lai
2022-07-01;7078;m;Parpan;35;2;Lenzerheide/Lai
2022-07-01;7078;m;Schmid;19;5;Lenzerheide/Lai
2022-07-01;7082;w;Moser;19;1;Vaz/Obervaz
2022-07-01;7082;w;Sigron;15;3;Vaz/Obervaz
2022-07-01;7082;m;Hartmann;14;4;Vaz/Obervaz
2022-07-01;7083;m;Cadosch;16;2;Lantsch/Lenz
2022-07-01;7083;m;Nadig;15;3;Lantsch/Lenz
2022-07-01;7084;m;Liesch;13;1;Brienz/Brinzauls
2022-07-01;7084;m;Quinter;7;2;Brienz/Brinzauls
2022-07-01;7084;m;n/a;5;4;Brienz/Brinzauls
2022-07-01;7104;w;Lötscher;6;5;Versam
2022-07-01;7104;m;Jehli;7;3;Versam
2022-07-01;7106;w;Messmer;9;1;Tenna
2022-07-01;7106;m;Joos;7;1;Tenna
2022-07-01;7107;w;n/a;5;4;Safien Platz
2022-07-01;7107;w;n/a;2;5;Safien Platz
2022-07-01;7107;m;Zinsli;6;4;Safien Platz
2022-07-01;7109;m;Zinsli;10;1;Thalkirch
2022-07-01;7109;m;Tester;6;2;Thalkirch
2022-07-01;7109;m;n/a;5;4;Thalkirch
2022-07-01;7110;m;n/a;4;1;Peiden
2022-07-01;7111;w;Christoffel;9;1;Pitasch
2022-07-01;7111;w;n/a;5;2;Pitasch
2022-07-01;7112;w;Capeder;11;2;Duvin
2022-07-01;7113;w;Derungs;14;1;Camuns
2022-07-01;7113;w;n/a;4;2;Camuns
2022-07-01;7113;w;n/a;2;3;Camuns
2022-07-01;7113;m;Derungs;15;1;Camuns
2022-07-01;7113;m;n/a;2;2;Camuns
2022-07-01;7114;w;Arpagaus;7;1;Uors (Lumnezia)
2022-07-01;7114;w;n/a;3;3;Uors (Lumnezia)
2022-07-01;7114;w;n/a;2;4;Uors (Lumnezia)
2022-07-01;7114;m;Arpagaus;7;1;Uors (Lumnezia)
2022-07-01;7114;m;n/a;5;2;Uors (Lumnezia)
2022-07-01;7114;m;n/a;2;5;Uors (Lumnezia)
2022-07-01;7115;w;n/a;4;2;Surcasti
2022-07-01;7115;w;n/a;3;3;Surcasti
2022-07-01;7115;w;n/a;2;4;Surcasti
2022-07-01;7116;w;n/a;4;2;Tersnaus/St. Martin
2022-07-01;7116;w;n/a;2;4;Tersnaus/St. Martin
2022-07-01;7116;m;n/a;4;3;Tersnaus/St. Martin
2022-07-01;7122;m;Zinsli;15;1;Valendas
2022-07-01;7122;m;Buchli;8;3;Valendas
2022-07-01;7122;m;Bühler;7;4;Valendas
2022-07-01;7126;m;Cabalzar;10;1;Castrisch
2022-07-01;7126;m;Bertogg;7;2;Castrisch
2022-07-01;7126;m;Hänny;7;2;Castrisch
2022-07-01;7127;w;Wieland;9;2;Sevgein
2022-07-01;7127;w;n/a;4;4;Sevgein
2022-07-01;7128;w;Cabalzar;6;1;Riein
2022-07-01;7128;w;Derungs;6;1;Riein
2022-07-01;7128;w;n/a;3;5;Riein
2022-07-01;7128;m;n/a;5;2;Riein
2022-07-01;7128;m;n/a;4;3;Riein
2022-07-01;7130;w;Caduff;39;1;Schnaus/Ilanz
2022-07-01;7130;w;Camenisch;22;5;Schnaus/Ilanz
2022-07-01;7130;m;Derungs;34;2;Schnaus/Ilanz
2022-07-01;7132;w;Tönz;35;3;Vals
2022-07-01;7132;w;Schnider;28;5;Vals
2022-07-01;7134;w;Casanova;33;3;Obersaxen
2022-07-01;7134;w;Sax;31;4;Obersaxen
2022-07-01;7134;m;Alig;50;1;Obersaxen
2022-07-01;7134;m;Janka;41;2;Obersaxen
2022-07-01;7138;w;Bosshart;6;3;Surcuolm
2022-07-01;7138;m;Caviezel;12;1;Surcuolm
2022-07-01;7138;m;Hug;10;2;Surcuolm
2022-07-01;7141;w;Coray;6;3;Luven
2022-07-01;7141;w;Camenisch;6;3;Luven
2022-07-01;7141;m;Caderas;7;3;Luven
2022-07-01;7141;m;n/a;4;5;Luven
2022-07-01;7142;w;Arpagaus;20;1;Cumbel
2022-07-01;7142;w;Caduff;16;2;Cumbel
2022-07-01;7142;w;Bundi;6;3;Cumbel
2022-07-01;7142;w;Elvedi;6;3;Cumbel
2022-07-01;7142;m;Heisch;6;4;Cumbel
2022-07-01;7142;m;Elvedi;6;4;Cumbel
2022-07-01;7143;m;Blumenthal;17;2;Morissen
2022-07-01;7144;w;Blumenthal;18;2;Vella
2022-07-01;7144;w;Lombris;16;3;Vella
2022-07-01;7144;w;Demont;14;5;Vella
2022-07-01;7144;m;Lombris;22;2;Vella
2022-07-01;7144;m;Derungs;21;3;Vella
2022-07-01;7145;w;n/a;4;2;Degen
2022-07-01;7145;w;n/a;3;5;Degen
2022-07-01;7145;m;Camiu;8;2;Degen
2022-07-01;7145;m;Montalta;6;3;Degen
2022-07-01;7145;m;n/a;5;4;Degen
2022-07-01;7146;w;Caduff;19;1;Vattiz
2022-07-01;7146;w;n/a;4;4;Vattiz
2022-07-01;7146;m;n/a;5;3;Vattiz
2022-07-01;7147;w;Andreoli;10;3;Vignogn
2022-07-01;7147;m;n/a;4;4;Vignogn
2022-07-01;7148;m;Capaul;47;1;Lumbrein
2022-07-01;7148;m;Collenberg;11;4;Lumbrein
2022-07-01;7149;w;Caminada;43;1;Vrin
2022-07-01;7149;m;Alig;30;3;Vrin
2022-07-01;7149;m;Solèr;10;4;Vrin
2022-07-01;7149;m;Casanova;9;5;Vrin
2022-07-01;7151;w;Lechmann;8;4;Schluein
2022-07-01;7151;w;Wellinger;8;4;Schluein
2022-07-01;7151;m;Caduff;15;1;Schluein
2022-07-01;7151;m;Luck;12;2;Schluein
2022-07-01;7151;m;Wellinger;11;3;Schluein
2022-07-01;7151;m;Huonder;11;3;Schluein
2022-07-01;7152;m;Cavelti;31;1;Sagogn
2022-07-01;7152;m;Candrian;29;2;Sagogn
2022-07-01;7152;m;Beeli;18;3;Sagogn
2022-07-01;7152;m;Caminada;10;5;Sagogn
2022-07-01;7153;w;Cathomen;24;2;Falera
2022-07-01;7153;w;Chistell;10;5;Falera
2022-07-01;7153;m;Cathomen;20;3;Falera
2022-07-01;7153;m;Arpagaus;19;4;Falera
2022-07-01;7154;w;Tschuor;7;5;Ruschein
2022-07-01;7154;m;Caderas;13;3;Ruschein
2022-07-01;7154;m;Caduff;12;4;Ruschein
2022-07-01;7155;w;n/a;3;3;Ladir
2022-07-01;7155;m;Caderas;6;2;Ladir
2022-07-01;7156;w;Dermont;9;4;Pigniu/Rueun
2022-07-01;7156;w;Dermond;7;5;Pigniu/Rueun
2022-07-01;7156;w;Caviezel;7;5;Pigniu/Rueun
2022-07-01;7156;m;Cadalbert;23;1;Pigniu/Rueun
2022-07-01;7156;m;Valaulta;11;3;Pigniu/Rueun
2022-07-01;7156;m;Caviezel;9;5;Pigniu/Rueun
2022-07-01;7157;w;Cahenzli;8;2;Siat
2022-07-01;7157;w;Casanova;7;3;Siat
2022-07-01;7157;m;Albin;6;5;Siat
2022-07-01;7158;w;Cadonau;26;1;Waltensburg/Vuorz
2022-07-01;7158;w;Gabriel;15;3;Waltensburg/Vuorz
2022-07-01;7158;w;Veraguth;11;5;Waltensburg/Vuorz
2022-07-01;7158;m;Cadonau;25;1;Waltensburg/Vuorz
2022-07-01;7158;m;Gabriel;19;2;Waltensburg/Vuorz
2022-07-01;7158;m;Pfister;17;3;Waltensburg/Vuorz
2022-07-01;7158;m;Hunger;16;4;Waltensburg/Vuorz
2022-07-01;7159;w;Spescha;22;1;Andiast
2022-07-01;7162;w;Caduff;8;1;Tavanasa
2022-07-01;7162;m;n/a;3;4;Tavanasa
2022-07-01;7163;w;Cathomen;10;3;Danis
2022-07-01;7163;w;n/a;5;4;Danis
2022-07-01;7163;m;Friberg;13;2;Danis
2022-07-01;7163;m;Derungs;8;3;Danis
2022-07-01;7163;m;Cavigelli;6;4;Danis
2022-07-01;7164;w;Carigiet;10;1;Dardin
2022-07-01;7164;w;Derungs;7;2;Dardin
2022-07-01;7164;m;Derungs;8;2;Dardin
2022-07-01;7165;w;Cathomas;37;2;Breil/Brigels
