Stichdatum;PLZ;Geschlecht;Vorname;Anzahl;Rang;ORTBEZ18
2022-07-01;3603;m;Hans;28;4;Thun
2022-07-01;3603;m;Martin;27;5;Thun
2022-07-01;3604;w;Ursula;141;1;Thun
2022-07-01;3604;w;Elisabeth;122;3;Thun
2022-07-01;3604;w;Sandra;118;4;Thun
2022-07-01;3604;m;Martin;141;4;Thun
2022-07-01;3608;m;Martin;40;2;Thun
2022-07-01;3608;m;Daniel;37;3;Thun
2022-07-01;3608;m;Andreas;32;4;Thun
2022-07-01;3608;m;Thomas;31;5;Thun
2022-07-01;3612;w;Ruth;128;1;Steffisburg
2022-07-01;3612;w;Ursula;125;2;Steffisburg
2022-07-01;3612;w;Marianne;90;5;Steffisburg
2022-07-01;3612;m;Daniel;156;2;Steffisburg
2022-07-01;3612;m;Thomas;118;5;Steffisburg
2022-07-01;3613;w;Monika;38;5;Steffisburg
2022-07-01;3613;m;Thomas;65;1;Steffisburg
2022-07-01;3613;m;Hans;55;4;Steffisburg
2022-07-01;3614;w;Therese;12;1;Unterlangenegg
2022-07-01;3614;w;Monika;8;2;Unterlangenegg
2022-07-01;3614;w;Marianne;8;2;Unterlangenegg
2022-07-01;3614;w;Christine;7;5;Unterlangenegg
2022-07-01;3614;w;Ruth;7;5;Unterlangenegg
2022-07-01;3614;w;Manuela;7;5;Unterlangenegg
2022-07-01;3614;m;Fritz;12;2;Unterlangenegg
2022-07-01;3615;w;Christine;17;3;Heimenschwand
2022-07-01;3615;m;Daniel;19;5;Heimenschwand
2022-07-01;3616;w;Sandra;9;3;Schwarzenegg
2022-07-01;3616;m;Daniel;17;1;Schwarzenegg
2022-07-01;3616;m;Thomas;13;3;Schwarzenegg
2022-07-01;3617;w;Daniela;8;2;Fahrni b. Thun
2022-07-01;3617;w;Brigitte;8;2;Fahrni b. Thun
2022-07-01;3617;w;Elisabeth;7;5;Fahrni b. Thun
2022-07-01;3617;w;Sandra;7;5;Fahrni b. Thun
2022-07-01;3617;w;Marianne;7;5;Fahrni b. Thun
2022-07-01;3617;w;Anna;7;5;Fahrni b. Thun
2022-07-01;3617;w;Barbara;7;5;Fahrni b. Thun
2022-07-01;3617;m;Hans;17;2;Fahrni b. Thun
2022-07-01;3618;w;Rosa;6;4;Süderen
2022-07-01;3618;m;Fritz;18;1;Süderen
2022-07-01;3618;m;Hans;13;3;Süderen
2022-07-01;3618;m;Martin;12;4;Süderen
2022-07-01;3619;w;Erika;8;2;Eriz
2022-07-01;3619;w;Sandra;7;3;Eriz
2022-07-01;3619;w;Helene;6;5;Eriz
2022-07-01;3619;w;Marianne;6;5;Eriz
2022-07-01;3619;w;Jasmin;6;5;Eriz
2022-07-01;3622;w;Elisabeth;7;1;Homberg b. Thun
2022-07-01;3622;w;Brigitte;6;2;Homberg b. Thun
2022-07-01;3622;m;Hans;11;1;Homberg b. Thun
2022-07-01;3622;m;Beat;6;3;Homberg b. Thun
2022-07-01;3623;w;n/a;4;4;Horrenbach/Buchen BE/Teuffenthal BE
2022-07-01;3623;m;Hans;15;1;Horrenbach/Buchen BE/Teuffenthal BE
2022-07-01;3623;m;Christian;12;3;Horrenbach/Buchen BE/Teuffenthal BE
2022-07-01;3623;m;Daniel;6;5;Horrenbach/Buchen BE/Teuffenthal BE
2022-07-01;3624;w;Christine;17;1;Goldiwil (Thun)/Schwendibach
2022-07-01;3624;w;Ruth;17;1;Goldiwil (Thun)/Schwendibach
2022-07-01;3624;w;Verena;15;3;Goldiwil (Thun)/Schwendibach
2022-07-01;3624;m;Hans;23;1;Goldiwil (Thun)/Schwendibach
2022-07-01;3624;m;Andreas;19;4;Goldiwil (Thun)/Schwendibach
2022-07-01;3625;w;Barbara;15;1;Heiligenschwendi
2022-07-01;3625;m;Martin;13;1;Heiligenschwendi
2022-07-01;3625;m;Peter;9;4;Heiligenschwendi
2022-07-01;3626;w;Ursula;36;2;Hünibach
2022-07-01;3626;w;Marianne;36;2;Hünibach
2022-07-01;3626;w;Ruth;34;4;Hünibach
2022-07-01;3627;w;Ursula;67;2;Heimberg
2022-07-01;3627;w;Elisabeth;65;3;Heimberg
2022-07-01;3627;w;Monika;55;5;Heimberg
2022-07-01;3628;w;Ursula;34;1;Uttigen
2022-07-01;3628;w;Monika;21;2;Uttigen
2022-07-01;3628;w;Daniela;19;3;Uttigen
2022-07-01;3628;w;Christine;19;3;Uttigen
2022-07-01;3628;m;Peter;30;2;Uttigen
2022-07-01;3628;m;Markus;24;3;Uttigen
2022-07-01;3629;w;Daniela;16;5;Oppligen/Kiesen/Jaberg
2022-07-01;3629;m;Michael;30;1;Oppligen/Kiesen/Jaberg
2022-07-01;3631;m;Daniel;8;2;Höfen b. Thun
2022-07-01;3631;m;Marco;7;3;Höfen b. Thun
2022-07-01;3632;w;n/a;5;3;Oberstocken/Niederstocken
2022-07-01;3632;m;Urs;8;3;Oberstocken/Niederstocken
2022-07-01;3632;m;Thomas;8;3;Oberstocken/Niederstocken
2022-07-01;3632;m;Fritz;7;5;Oberstocken/Niederstocken
2022-07-01;3633;m;Daniel;12;3;Amsoldingen
2022-07-01;3633;m;Michael;11;4;Amsoldingen
2022-07-01;3633;m;Beat;9;5;Amsoldingen
2022-07-01;3633;m;Christian;9;5;Amsoldingen
2022-07-01;3633;m;Stefan;9;5;Amsoldingen
2022-07-01;3634;w;Rosmarie;23;2;Thierachern
2022-07-01;3634;w;Ursula;22;4;Thierachern
2022-07-01;3634;w;Daniela;19;5;Thierachern
2022-07-01;3634;m;Markus;30;5;Thierachern
2022-07-01;3635;w;Susanne;9;1;Uebeschi
2022-07-01;3635;w;Franziska;9;1;Uebeschi
2022-07-01;3635;w;Elisabeth;6;5;Uebeschi
2022-07-01;3635;w;Rosmarie;6;5;Uebeschi
2022-07-01;3635;w;Monika;6;5;Uebeschi
2022-07-01;3635;m;Walter;9;4;Uebeschi
2022-07-01;3636;w;Sandra;11;1;Längenbühl/Forst
2022-07-01;3636;m;Peter;14;1;Längenbühl/Forst
2022-07-01;3636;m;Stefan;13;3;Längenbühl/Forst
2022-07-01;3638;w;Elisabeth;19;1;Blumenstein/Pohlern
2022-07-01;3638;m;Andreas;28;1;Blumenstein/Pohlern
2022-07-01;3645;w;Margrit;33;3;Gwatt (Thun)/Zwieselberg
2022-07-01;3645;w;Sandra;32;5;Gwatt (Thun)/Zwieselberg
2022-07-01;3645;m;Peter;75;1;Gwatt (Thun)/Zwieselberg
2022-07-01;3645;m;Thomas;55;5;Gwatt (Thun)/Zwieselberg
2022-07-01;3646;w;Barbara;11;3;Einigen
2022-07-01;3646;w;Ruth;11;3;Einigen
2022-07-01;3646;m;Hans;16;5;Einigen
2022-07-01;3647;w;Sandra;8;5;Reutigen
2022-07-01;3647;m;Thomas;16;2;Reutigen
2022-07-01;3647;m;Martin;15;4;Reutigen
2022-07-01;3652;w;Barbara;22;2;Hilterfingen
2022-07-01;3652;w;Christine;19;5;Hilterfingen
2022-07-01;3652;w;Ruth;19;5;Hilterfingen
2022-07-01;3652;m;Peter;33;1;Hilterfingen
2022-07-01;3652;m;Thomas;21;4;Hilterfingen
2022-07-01;3652;m;Hans;20;5;Hilterfingen
2022-07-01;3653;w;Ursula;30;2;Oberhofen Thun'see
2022-07-01;3653;m;Martin;38;3;Oberhofen Thun'see
2022-07-01;3653;m;Stefan;32;5;Oberhofen Thun'see
2022-07-01;3654;w;Rosmarie;16;1;Gunten
2022-07-01;3654;w;Marianne;14;2;Gunten
2022-07-01;3654;m;Kurt;22;2;Gunten
2022-07-01;3654;m;Daniel;21;4;Gunten
2022-07-01;3655;w;Ruth;27;2;Sigriswil
2022-07-01;3656;w;Marianne;9;5;Aeschlen ob Gunten/Ringoldswil/Tschingel
2022-07-01;3656;w;Anita;9;5;Aeschlen ob Gunten/Ringoldswil/Tschingel
2022-07-01;3657;w;Verena;6;4;Schwanden Sigrisw
2022-07-01;3657;w;Beatrice;6;4;Schwanden Sigrisw
2022-07-01;3657;m;Peter;9;4;Schwanden Sigrisw
2022-07-01;3658;w;Marianne;12;4;Merligen
2022-07-01;3658;m;Martin;17;3;Merligen
2022-07-01;3658;m;Thomas;12;5;Merligen
2022-07-01;3658;m;Walter;12;5;Merligen
2022-07-01;3658;m;Daniel;12;5;Merligen
2022-07-01;3661;w;Elisabeth;60;2;Uetendorf
2022-07-01;3661;w;Monika;59;3;Uetendorf
2022-07-01;3661;w;Ursula;56;4;Uetendorf
2022-07-01;3661;m;Peter;100;1;Uetendorf
2022-07-01;3661;m;Andreas;70;4;Uetendorf
2022-07-01;3662;w;Elisabeth;23;1;Seftigen
2022-07-01;3662;w;Marianne;21;3;Seftigen
2022-07-01;3662;w;Sandra;18;5;Seftigen
2022-07-01;3662;w;Heidi;18;5;Seftigen
2022-07-01;3662;m;Daniel;25;2;Seftigen
2022-07-01;3662;m;Urs;24;3;Seftigen
2022-07-01;3663;w;Andrea;9;3;Gurzelen
2022-07-01;3663;w;Manuela;8;4;Gurzelen
2022-07-01;3663;w;Heidi;8;4;Gurzelen
2022-07-01;3664;w;Monika;17;1;Burgistein
2022-07-01;3664;w;Ruth;16;2;Burgistein
2022-07-01;3664;w;Christine;13;3;Burgistein
2022-07-01;3664;m;Thomas;26;1;Burgistein
2022-07-01;3664;m;Martin;15;3;Burgistein
2022-07-01;3664;m;Hans;14;5;Burgistein
2022-07-01;3665;w;Karin;30;2;Wattenwil
2022-07-01;3665;w;Ruth;28;3;Wattenwil
2022-07-01;3665;w;Rosmarie;27;5;Wattenwil
2022-07-01;3665;m;Peter;45;1;Wattenwil
2022-07-01;3671;w;Therese;10;4;Herbligen/Brenzikofen
2022-07-01;3671;w;Daniela;10;4;Herbligen/Brenzikofen
2022-07-01;3671;m;Hans;20;1;Herbligen/Brenzikofen
2022-07-01;3672;w;Ruth;39;2;Oberdiessbach/Aeschlen
2022-07-01;3672;m;Christian;39;5;Oberdiessbach/Aeschlen
2022-07-01;3673;w;Karin;11;5;Linden
2022-07-01;3673;m;Hans;34;1;Linden
2022-07-01;3674;w;Sandra;11;1;Bleiken
2022-07-01;3674;w;n/a;5;2;Bleiken
2022-07-01;3674;m;Stefan;12;1;Bleiken
2022-07-01;3700;w;Ursula;100;1;Spiez
2022-07-01;3700;w;Marianne;85;2;Spiez
2022-07-01;3700;w;Ruth;81;3;Spiez
2022-07-01;3700;w;Therese;77;4;Spiez
2022-07-01;3703;w;Barbara;21;2;Aeschiried/Aeschi b. Spiez
2022-07-01;3703;w;Monika;21;2;Aeschiried/Aeschi b. Spiez
2022-07-01;3703;m;Hans;28;4;Aeschiried/Aeschi b. Spiez
2022-07-01;3704;w;Marianne;18;1;Krattigen
2022-07-01;3704;w;Susanne;11;5;Krattigen
2022-07-01;3704;m;Walter;17;2;Krattigen
2022-07-01;3704;m;Peter;17;2;Krattigen
2022-07-01;3705;w;Elisabeth;19;2;Faulensee
2022-07-01;3705;w;Margrit;14;4;Faulensee
2022-07-01;3705;w;Brigitte;14;4;Faulensee
2022-07-01;3705;w;Erika;14;4;Faulensee
2022-07-01;3705;m;Peter;23;2;Faulensee
2022-07-01;3706;w;Heidi;11;4;Leissigen
2022-07-01;3706;m;Beat;20;2;Leissigen
2022-07-01;3706;m;Thomas;19;4;Leissigen
2022-07-01;3707;w;n/a;5;2;Därligen
2022-07-01;3707;w;n/a;4;3;Därligen
2022-07-01;3711;m;Daniel;6;3;Emdthal/Mülenen
2022-07-01;3713;w;Ruth;28;2;Reichenbach i. K.
2022-07-01;3713;w;Ursula;27;3;Reichenbach i. K.
2022-07-01;3713;w;Therese;23;5;Reichenbach i. K.
2022-07-01;3713;m;Peter;44;1;Reichenbach i. K.
2022-07-01;3713;m;Andreas;32;3;Reichenbach i. K.
2022-07-01;3714;w;Heidi;60;2;Wengi b. Frutigen/Frutigen
2022-07-01;3714;w;Erika;47;4;Wengi b. Frutigen/Frutigen
2022-07-01;3714;w;Elisabeth;47;4;Wengi b. Frutigen/Frutigen
2022-07-01;3714;m;Thomas;69;5;Wengi b. Frutigen/Frutigen
2022-07-01;3715;w;Heidi;58;2;Adelboden
2022-07-01;3715;w;Elisabeth;56;3;Adelboden
2022-07-01;3715;w;Christine;55;5;Adelboden
2022-07-01;3716;w;Heidi;15;1;Kandergrund
2022-07-01;3716;w;Andrea;7;3;Kandergrund
2022-07-01;3716;m;Ueli;9;4;Kandergrund
2022-07-01;3717;m;n/a;4;3;Blausee-Mitholz
2022-07-01;3717;m;n/a;3;4;Blausee-Mitholz
2022-07-01;3718;w;Barbara;23;1;Kandersteg
2022-07-01;3718;m;Peter;36;1;Kandersteg
2022-07-01;3718;m;Heinz;20;3;Kandersteg
2022-07-01;3718;m;Hans;18;4;Kandersteg
2022-07-01;3722;w;Ruth;10;1;Scharnachtal
2022-07-01;3722;w;Sandra;6;3;Scharnachtal
2022-07-01;3722;w;Silvia;6;3;Scharnachtal
2022-07-01;3722;m;Thomas;8;3;Scharnachtal
2022-07-01;3722;m;Stefan;8;3;Scharnachtal
2022-07-01;3723;m;n/a;4;3;Kiental
2022-07-01;3724;m;n/a;4;4;Ried (Frutigen)
2022-07-01;3725;m;Peter;12;1;Achseten
2022-07-01;3725;m;Samuel;9;2;Achseten
2022-07-01;3725;m;Martin;9;2;Achseten
2022-07-01;3752;w;Monika;26;1;Wimmis
2022-07-01;3752;w;Beatrice;19;4;Wimmis
2022-07-01;3753;w;Monika;10;2;Oey
2022-07-01;3753;m;Daniel;14;1;Oey
2022-07-01;3753;m;Martin;8;5;Oey
2022-07-01;3753;m;Beat;8;5;Oey
2022-07-01;3754;w;Silvia;7;1;Diemtigen
2022-07-01;3754;w;Brigitte;6;2;Diemtigen
2022-07-01;3754;w;Franziska;6;2;Diemtigen
2022-07-01;3754;m;Thomas;13;1;Diemtigen
2022-07-01;3754;m;Peter;9;3;Diemtigen
2022-07-01;3755;m;Hans;9;1;Horboden
2022-07-01;3756;w;n/a;5;1;Zwischenflüh
2022-07-01;3756;m;n/a;5;3;Zwischenflüh
2022-07-01;3757;w;n/a;3;5;Schwenden
2022-07-01;3757;m;Hans;6;2;Schwenden
2022-07-01;3758;w;Elisabeth;7;2;Latterbach
2022-07-01;3758;w;Marianne;6;3;Latterbach
2022-07-01;3758;w;n/a;5;5;Latterbach
2022-07-01;3758;m;Peter;10;2;Latterbach
2022-07-01;3762;w;Elisabeth;13;2;Erlenbach i. S.
2022-07-01;3762;w;Vreni;12;3;Erlenbach i. S.
2022-07-01;3763;w;Franziska;8;1;Därstetten
2022-07-01;3763;w;Barbara;7;2;Därstetten
2022-07-01;3763;m;Michael;7;1;Därstetten
2022-07-01;3763;m;Markus;7;1;Därstetten
2022-07-01;3763;m;Andreas;6;5;Därstetten
2022-07-01;3764;w;Erika;6;3;Weissenburg
2022-07-01;3764;w;n/a;5;4;Weissenburg
2022-07-01;3764;m;Thomas;9;1;Weissenburg
2022-07-01;3764;m;Samuel;7;2;Weissenburg
2022-07-01;3764;m;Adrian;6;5;Weissenburg
2022-07-01;3764;m;Reto;6;5;Weissenburg
2022-07-01;3765;w;Christine;13;1;Oberwil i. S.
2022-07-01;3765;m;Walter;10;3;Oberwil i. S.
2022-07-01;3765;m;Stefan;9;4;Oberwil i. S.
2022-07-01;3766;w;Silvia;16;3;Boltigen
2022-07-01;3766;w;Monika;14;5;Boltigen
2022-07-01;3766;m;Walter;19;2;Boltigen
2022-07-01;3766;m;Peter;18;3;Boltigen
2022-07-01;3766;m;Michael;17;4;Boltigen
2022-07-01;3766;m;Ernst;16;5;Boltigen
2022-07-01;3770;w;Elisabeth;28;2;Zweisimmen
2022-07-01;3770;w;Ruth;26;3;Zweisimmen
2022-07-01;3770;w;Margrit;21;5;Zweisimmen
2022-07-01;3770;m;Andreas;35;2;Zweisimmen
2022-07-01;3770;m;Daniel;35;2;Zweisimmen
2022-07-01;3770;m;Michael;34;4;Zweisimmen
2022-07-01;3770;m;Christian;34;4;Zweisimmen
2022-07-01;3771;m;Thomas;12;1;Blankenburg
2022-07-01;3771;m;Hans;7;2;Blankenburg
2022-07-01;3772;w;Brigitte;10;2;St. Stephan
2022-07-01;3772;w;Cornelia;8;3;St. Stephan
2022-07-01;3772;w;Margrit;8;3;St. Stephan
2022-07-01;3772;m;Christian;16;3;St. Stephan
2022-07-01;3772;m;Peter;15;5;St. Stephan
2022-07-01;3773;w;Erika;7;1;Matten(St.Stephan)
2022-07-01;3773;w;Elisabeth;6;2;Matten(St.Stephan)
2022-07-01;3775;w;Marianne;45;1;Lenk im Simmental
2022-07-01;3775;m;Markus;43;3;Lenk im Simmental
2022-07-01;3776;w;n/a;4;1;Oeschseite
2022-07-01;3776;m;n/a;4;3;Oeschseite
2022-07-01;3777;w;Ursula;9;1;Saanenmöser
2022-07-01;3777;w;Isabelle;6;5;Saanenmöser
2022-07-01;3777;m;Daniel;8;4;Saanenmöser
2022-07-01;3778;w;Maria;25;1;Schönried
2022-07-01;3778;w;Monika;14;4;Schönried
2022-07-01;3778;m;Peter;32;1;Schönried
2022-07-01;3778;m;Hans;24;3;Schönried
2022-07-01;3780;w;Maria;52;1;Gstaad
2022-07-01;3780;w;Elisabeth;36;2;Gstaad
2022-07-01;3780;w;Ruth;26;5;Gstaad
2022-07-01;3780;m;Christian;37;2;Gstaad
2022-07-01;3780;m;Michael;35;3;Gstaad
2022-07-01;3780;m;Hans;33;4;Gstaad
2022-07-01;3780;m;Martin;31;5;Gstaad
2022-07-01;3781;w;n/a;3;2;Turbach
2022-07-01;3782;w;Nicole;10;2;Lauenen b. Gstaad
2022-07-01;3782;w;Esther;7;4;Lauenen b. Gstaad
2022-07-01;3782;w;Ursula;7;4;Lauenen b. Gstaad
2022-07-01;3782;m;Christian;16;1;Lauenen b. Gstaad
2022-07-01;3782;m;Stefan;10;4;Lauenen b. Gstaad
2022-07-01;3782;m;Markus;9;5;Lauenen b. Gstaad
2022-07-01;3782;m;Kurt;9;5;Lauenen b. Gstaad
2022-07-01;3783;w;Maria;7;1;Grund b. Gstaad
2022-07-01;3783;m;Peter;8;3;Grund b. Gstaad
2022-07-01;3784;w;n/a;5;5;Feutersoey
2022-07-01;3784;m;Michael;7;2;Feutersoey
2022-07-01;3784;m;Simon;7;2;Feutersoey
2022-07-01;3784;m;Urs;7;2;Feutersoey
2022-07-01;3785;w;Kathrin;6;1;Gsteig b. Gstaad
2022-07-01;3785;w;Barbara;6;1;Gsteig b. Gstaad
2022-07-01;3785;m;Bruno;9;3;Gsteig b. Gstaad
2022-07-01;3785;m;Andreas;8;4;Gsteig b. Gstaad
2022-07-01;3792;w;Ruth;22;2;Saanen
2022-07-01;3792;w;Barbara;20;4;Saanen
2022-07-01;3792;w;Christine;19;5;Saanen
2022-07-01;3792;w;Andrea;19;5;Saanen
2022-07-01;3792;m;Beat;22;4;Saanen
2022-07-01;3792;m;Martin;21;5;Saanen
2022-07-01;3800;w;Maria;148;1;Interlaken/Matten b. Interl/Sundlauenen/Unterseen
2022-07-01;3800;w;Ruth;126;3;Interlaken/Matten b. Interl/Sundlauenen/Unterseen
2022-07-01;3800;w;Barbara;116;4;Interlaken/Matten b. Interl/Sundlauenen/Unterseen
2022-07-01;3800;w;Christine;116;4;Interlaken/Matten b. Interl/Sundlauenen/Unterseen
2022-07-01;3800;m;Peter;234;1;Interlaken/Matten b. Interl/Sundlauenen/Unterseen
2022-07-01;3803;w;Elisabeth;20;1;Beatenberg
2022-07-01;3803;w;Barbara;15;2;Beatenberg
2022-07-01;3803;w;Marianne;14;4;Beatenberg
2022-07-01;3803;w;Brigitte;14;4;Beatenberg
2022-07-01;3803;m;Andreas;26;3;Beatenberg
2022-07-01;3803;m;Kurt;18;4;Beatenberg
2022-07-01;3803;m;Daniel;18;4;Beatenberg
2022-07-01;3804;w;Hanni;8;3;Habkern
2022-07-01;3804;w;Marianne;7;5;Habkern
2022-07-01;3804;w;Sandra;7;5;Habkern
2022-07-01;3804;m;Christian;28;1;Habkern
2022-07-01;3805;w;Andrea;10;1;Goldswil
2022-07-01;3805;w;Monika;9;3;Goldswil
2022-07-01;3805;w;Ruth;8;4;Goldswil
2022-07-01;3805;m;Urs;10;5;Goldswil
2022-07-01;3805;m;Rolf;10;5;Goldswil
2022-07-01;3806;w;Ursula;21;3;Bönigen
2022-07-01;3806;w;Monika;21;3;Bönigen
2022-07-01;3806;w;Barbara;20;5;Bönigen
2022-07-01;3806;m;Peter;43;1;Bönigen
2022-07-01;3807;w;Heidi;14;1;Iseltwald
2022-07-01;3807;w;Ruth;8;2;Iseltwald
2022-07-01;3807;w;Barbara;7;3;Iseltwald
2022-07-01;3807;w;Margrit;7;3;Iseltwald
2022-07-01;3807;m;Peter;18;1;Iseltwald
2022-07-01;3807;m;Michael;11;4;Iseltwald
2022-07-01;3812;w;Erika;25;2;Wilderswil
2022-07-01;3812;w;Ruth;21;4;Wilderswil
2022-07-01;3812;m;Daniel;36;2;Wilderswil
2022-07-01;3812;m;Peter;34;3;Wilderswil
2022-07-01;3812;m;Michael;33;4;Wilderswil
2022-07-01;3814;w;Ursula;6;1;Gsteigwiler
2022-07-01;3814;w;n/a;4;4;Gsteigwiler
2022-07-01;3814;m;Peter;7;2;Gsteigwiler
2022-07-01;3815;w;Margrit;6;1;Zweilütschinen/Gündlischwand
2022-07-01;3815;m;Peter;8;1;Zweilütschinen/Gündlischwand
2022-07-01;3815;m;Christian;6;3;Zweilütschinen/Gündlischwand
2022-07-01;3815;m;Thomas;6;3;Zweilütschinen/Gündlischwand
2022-07-01;3815;m;n/a;5;5;Zweilütschinen/Gündlischwand
2022-07-01;3816;w;Margrit;6;3;Lütschental/Burglauenen
2022-07-01;3816;m;Hans;11;1;Lütschental/Burglauenen
2022-07-01;3816;m;Andreas;8;3;Lütschental/Burglauenen
2022-07-01;3818;w;Elisabeth;49;1;Grindelwald
2022-07-01;3818;w;Maria;34;4;Grindelwald
2022-07-01;3818;m;Peter;106;1;Grindelwald
2022-07-01;3818;m;Hans;88;2;Grindelwald
2022-07-01;3822;w;Barbara;11;1;Lauterbrunnen/Isenfluh
2022-07-01;3822;w;Katharina;10;3;Lauterbrunnen/Isenfluh
2022-07-01;3822;w;Maria;10;3;Lauterbrunnen/Isenfluh
2022-07-01;3822;m;Christian;15;3;Lauterbrunnen/Isenfluh
2022-07-01;3822;m;Martin;13;5;Lauterbrunnen/Isenfluh
2022-07-01;3823;w;Maria;16;2;Wengen/Kleine Scheidegg/Eigergletscher
2022-07-01;3823;m;Paul;20;4;Wengen/Kleine Scheidegg/Eigergletscher
2022-07-01;3824;m;n/a;4;3;Stechelberg
2022-07-01;3825;w;Susanne;9;2;Mürren
2022-07-01;3825;w;Barbara;7;3;Mürren
2022-07-01;3825;w;Beatrice;7;3;Mürren
2022-07-01;3825;m;Martin;12;3;Mürren
2022-07-01;3826;w;n/a;3;1;Gimmelwald
2022-07-01;3826;w;n/a;2;2;Gimmelwald
2022-07-01;3852;m;Martin;21;5;Ringgenberg BE
2022-07-01;3853;w;Ruth;7;2;Niederried Interl
2022-07-01;3853;m;Peter;7;2;Niederried Interl
2022-07-01;3853;m;Thomas;6;5;Niederried Interl
2022-07-01;3853;m;Michael;6;5;Niederried Interl
2022-07-01;3854;w;Claudia;6;1;Oberried Brienz
2022-07-01;3854;w;n/a;5;5;Oberried Brienz
2022-07-01;3854;m;Hans;10;3;Oberried Brienz
2022-07-01;3855;m;Andreas;68;2;Brienz BE/Axalp/Schwanden-Brienz
2022-07-01;3855;m;Martin;63;3;Brienz BE/Axalp/Schwanden-Brienz
2022-07-01;3855;m;Hans;59;4;Brienz BE/Axalp/Schwanden-Brienz
2022-07-01;3856;w;Barbara;9;2;Brienzwiler
2022-07-01;3856;w;Beatrice;6;5;Brienzwiler
2022-07-01;3856;m;Peter;14;2;Brienzwiler
2022-07-01;3856;m;Hans;14;2;Brienzwiler
2022-07-01;3856;m;Jürg;8;5;Brienzwiler
2022-07-01;3857;w;Ruth;13;1;Unterbach BE
2022-07-01;3857;w;Cristina;6;3;Unterbach BE
2022-07-01;3858;w;Monika;7;4;Hofstetten BE
2022-07-01;3858;w;Ruth;6;5;Hofstetten BE
2022-07-01;3858;w;Susanne;6;5;Hofstetten BE
2022-07-01;3858;m;Andreas;11;1;Hofstetten BE
2022-07-01;3858;m;Hans;11;1;Hofstetten BE
2022-07-01;3858;m;Patrick;8;4;Hofstetten BE
2022-07-01;3860;w;Heidi;51;1;Brünig/Schattenhalb/Meiringen/Rosenlaui
2022-07-01;3860;w;Verena;40;5;Brünig/Schattenhalb/Meiringen/Rosenlaui
2022-07-01;3860;m;Peter;71;3;Brünig/Schattenhalb/Meiringen/Rosenlaui
2022-07-01;3860;m;Christian;67;4;Brünig/Schattenhalb/Meiringen/Rosenlaui
2022-07-01;3862;w;Tanja;8;3;Innertkirchen
2022-07-01;3862;w;Barbara;8;3;Innertkirchen
2022-07-01;3862;m;Andreas;18;2;Innertkirchen
2022-07-01;3863;w;n/a;3;4;Gadmen
2022-07-01;3863;m;n/a;5;2;Gadmen
2022-07-01;3864;w;Ruth;7;1;Guttannen
2022-07-01;3864;m;Hans;13;1;Guttannen
2022-07-01;3864;m;n/a;5;5;Guttannen
2022-07-01;3900;w;Maria;50;1;Gamsen/Brig/Brigerbad
2022-07-01;3900;w;Nathalie;33;5;Gamsen/Brig/Brigerbad
2022-07-01;3901;m;n/a;2;1;Rothwald
2022-07-01;3902;w;Nicole;53;4;Glis
2022-07-01;3902;m;Daniel;107;1;Glis
2022-07-01;3904;w;Nicole;63;2;Naters
2022-07-01;3904;m;Peter;79;5;Naters
2022-07-01;3906;m;Daniel;31;2;Saas-Fee
2022-07-01;3907;w;n/a;3;5;Gabi (Simplon)/Simplon Hospiz/Simplon Dorf/Gondo
2022-07-01;3907;m;Hans;6;3;Gabi (Simplon)/Simplon Hospiz/Simplon Dorf/Gondo
2022-07-01;3908;w;n/a;4;2;Saas-Balen
2022-07-01;3911;w;Nicole;19;2;Ried-Brig
2022-07-01;3911;w;Brigitte;13;5;Ried-Brig
2022-07-01;3911;m;Christian;25;2;Ried-Brig
2022-07-01;3912;w;Barbara;10;2;Termen
2022-07-01;3912;w;Daniela;8;5;Termen
2022-07-01;3912;m;Stefan;10;3;Termen
2022-07-01;3912;m;Martin;9;5;Termen
2022-07-01;3914;w;n/a;4;5;Blatten b. Naters/Belalp
2022-07-01;3916;m;n/a;4;1;Ferden
2022-07-01;3917;w;n/a;5;3;Goppenstein/Kippel
2022-07-01;3918;w;Marianne;7;4;Wiler (Lötschen)
2022-07-01;3918;m;Martin;10;1;Wiler (Lötschen)
2022-07-01;3919;w;Brigitte;6;1;Blatten(Lötschen)
2022-07-01;3919;m;Walter;8;1;Blatten(Lötschen)
2022-07-01;3920;m;Antonio;62;5;Zermatt
2022-07-01;3922;m;Beat;13;3;Stalden VS/Eisten/Kalpetran
2022-07-01;3922;m;Michael;12;5;Stalden VS/Eisten/Kalpetran
2022-07-01;3924;w;Barbara;13;1;St. Niklaus VS
2022-07-01;3924;w;Ruth;10;5;St. Niklaus VS
2022-07-01;3925;w;Karin;15;3;Grächen
2022-07-01;3927;w;n/a;3;3;Herbriggen
2022-07-01;3927;m;n/a;5;2;Herbriggen
2022-07-01;3929;m;Antonio;16;2;Täsch
2022-07-01;3930;w;Sandra;48;3;Eyholz/Visp
2022-07-01;3930;m;Stefan;101;2;Eyholz/Visp
2022-07-01;3930;m;Martin;82;5;Eyholz/Visp
2022-07-01;3931;m;Thomas;7;3;Lalden
2022-07-01;3932;w;Anna;8;3;Visperterminen
2022-07-01;3932;m;Markus;14;2;Visperterminen
2022-07-01;3933;m;Michael;6;2;Staldenried
2022-07-01;3984;w;Maria;17;1;Fieschertal/Fiesch
